Index,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
948,female,group C,associate's degree,free/reduced,none,married,,no,2,school_bus,> 10,61,70,74,68.33
994,male,group C,some college,standard,none,married,regularly,no,2,school_bus,10-May,85,80,72,79.00
1,male,group B,some high school,free/reduced,none,single,regularly,no,1,school_bus,< 5,46,53,46,48.33
10,male,group C,some college,standard,completed,divorced,sometimes,no,5,private,10-May,69,61,67,65.67
31,female,group C,some high school,standard,completed,married,sometimes,no,1,school_bus,10-May,75,85,81,80.33
56,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,10-May,85,88,86,86.33
68,female,group A,associate's degree,standard,none,widowed,sometimes,no,1,school_bus,,83,100,97,93.33
84,female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,10-May,65,72,66,67.67
91,female,group B,master's degree,standard,completed,single,never,no,,private,10-May,88,93,97,92.67
114,male,group C,some college,standard,none,married,sometimes,no,,,> 10,83,73,65,73.67
140,male,group B,some high school,standard,none,married,sometimes,no,2,private,10-May,94,87,82,87.67
153,female,group C,associate's degree,free/reduced,,married,regularly,no,4,school_bus,10-May,64,90,86,80.00
157,male,group C,some high school,free/reduced,none,married,regularly,no,1,private,10-May,84,70,69,74.33
159,male,group B,some college,free/reduced,completed,married,sometimes,no,4,school_bus,< 5,64,68,74,68.67
180,male,group D,some high school,standard,none,divorced,sometimes,no,4,private,10-May,80,54,59,64.33
211,female,group E,associate's degree,standard,none,divorced,regularly,no,1,,10-May,79,95,87,87.00
289,female,group D,,standard,none,married,regularly,no,,school_bus,10-May,43,50,57,50.00
306,male,group D,high school,standard,completed,divorced,regularly,no,2,private,> 10,82,82,76,80.00
326,male,group E,some high school,standard,completed,married,regularly,no,1,private,10-May,89,74,74,79.00
338,female,group C,some high school,standard,completed,single,sometimes,no,,school_bus,< 5,75,82,83,80.00
350,female,group B,some high school,free/reduced,completed,married,sometimes,no,3,private,10-May,55,69,74,66.00
357,female,group B,,standard,,married,sometimes,no,1,private,10-May,49,51,50,50.00
407,male,group E,master's degree,free/reduced,none,single,sometimes,no,4,,< 5,52,33,37,40.67
422,male,group B,high school,free/reduced,completed,married,regularly,no,2,school_bus,10-May,63,77,66,68.67
436,male,group D,bachelor's degree,standard,completed,married,regularly,no,,school_bus,> 10,80,67,71,72.67
459,male,group C,associate's degree,standard,none,married,sometimes,no,2,private,< 5,79,83,81,81.00
472,female,group C,bachelor's degree,standard,none,single,sometimes,no,2,school_bus,< 5,76,73,66,71.67
475,female,group D,high school,standard,completed,married,regularly,no,2,school_bus,> 10,77,82,96,85.00
505,female,,some high school,free/reduced,none,married,regularly,no,3,private,< 5,36,48,46,43.33
509,female,group D,bachelor's degree,standard,none,married,never,no,1,school_bus,< 5,46,51,52,49.67
523,female,group B,associate's degree,standard,completed,single,regularly,no,2,school_bus,< 5,54,65,71,63.33
540,female,,some high school,standard,completed,married,sometimes,no,2,,> 10,71,80,81,77.33
552,male,group E,high school,free/reduced,completed,married,regularly,no,5,school_bus,,66,68,60,64.67
599,female,group C,some high school,standard,none,single,sometimes,no,3,private,10-May,51,58,55,54.67
642,female,group C,some college,standard,,single,never,no,1,school_bus,,73,77,78,76.00
668,female,group C,some high school,free/reduced,none,married,sometimes,no,2,school_bus,10-May,60,67,68,65.00
688,female,group D,some high school,standard,none,married,sometimes,no,4,private,< 5,88,87,89,88.00
733,female,group C,high school,standard,completed,married,sometimes,no,1,private,< 5,70,86,81,79.00
747,female,group E,master's degree,standard,none,divorced,never,no,4,private,< 5,94,97,95,95.33
778,female,group C,some college,standard,completed,single,sometimes,no,,school_bus,< 5,82,93,90,88.33
823,female,group C,some college,standard,none,single,never,no,4,school_bus,> 10,58,75,74,69.00
829,female,group B,high school,standard,none,married,regularly,no,2,school_bus,10-May,58,66,62,62.00
834,female,group A,some high school,standard,completed,married,regularly,no,1,private,< 5,57,67,65,63.00
835,female,group C,some college,standard,none,married,sometimes,no,1,private,< 5,76,77,83,78.67
869,female,group C,associate's degree,standard,none,married,regularly,no,2,private,10-May,54,69,63,62.00
875,female,group B,some high school,standard,completed,married,regularly,no,1,private,> 10,85,91,95,90.33
878,male,group B,some college,standard,completed,divorced,regularly,no,4,private,10-May,64,53,58,58.33
887,female,group C,high school,standard,none,married,sometimes,no,5,private,> 10,57,69,67,64.33
905,male,group A,high school,standard,none,married,regularly,no,1,school_bus,10-May,80,70,60,70.00
911,female,group D,high school,standard,none,single,sometimes,no,3,school_bus,10-May,59,69,68,65.33
916,female,,associate's degree,free/reduced,completed,single,never,no,3,private,< 5,66,84,78,76.00
938,female,group D,some college,free/reduced,none,married,sometimes,no,3,private,> 10,64,77,69,70.00
941,female,group B,high school,free/reduced,completed,divorced,sometimes,no,1,,10-May,51,72,70,64.33
949,female,group B,associate's degree,standard,none,married,sometimes,no,1,school_bus,> 10,72,83,77,77.33
981,female,group C,some college,free/reduced,none,single,sometimes,no,3,school_bus,> 10,54,63,64,60.33
984,female,group D,,free/reduced,none,single,sometimes,no,,private,10-May,51,58,59,56.00
993,male,group D,some college,standard,completed,married,regularly,no,1,private,10-May,85,73,74,77.33
24,female,group E,high school,standard,completed,single,sometimes,no,2,private,< 5,80,90,89,86.33
45,male,group C,associate's degree,standard,completed,single,sometimes,no,2,private,10-May,77,74,77,76.00
56,female,group B,bachelor's degree,standard,none,married,sometimes,no,,school_bus,> 10,55,54,60,56.33
95,male,,bachelor's degree,standard,completed,divorced,never,no,1,school_bus,,87,84,80,83.67
100,male,group C,high school,standard,none,married,sometimes,no,1,school_bus,10-May,73,72,61,68.67
137,female,group C,master's degree,standard,none,,sometimes,no,1,private,10-May,68,76,75,73.00
141,female,group D,associate's degree,standard,completed,divorced,sometimes,no,2,private,< 5,96,98,98,97.33
154,female,group C,master's degree,standard,completed,divorced,sometimes,no,4,school_bus,< 5,63,74,71,69.33
160,female,group D,some high school,free/reduced,none,single,regularly,no,1,private,10-May,57,68,64,63.00
167,male,group C,some college,free/reduced,none,married,regularly,no,3,,> 10,65,56,55,58.67
169,male,group D,,standard,,married,regularly,no,1,school_bus,< 5,66,60,59,61.67
181,male,group E,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,75,63,59,65.67
182,female,,some college,standard,completed,married,regularly,no,2,school_bus,< 5,68,87,88,81.00
208,female,group D,some high school,free/reduced,none,married,regularly,no,2,school_bus,< 5,46,52,53,50.33
210,male,group D,some college,standard,none,married,regularly,no,4,school_bus,< 5,73,69,68,70.00
225,female,group B,some high school,standard,none,single,never,no,,,10-May,45,57,49,50.33
234,male,,bachelor's degree,standard,none,single,regularly,no,3,school_bus,< 5,85,86,80,83.67
260,male,group E,high school,standard,completed,single,sometimes,no,2,private,10-May,96,97,90,94.33
307,female,group E,some high school,standard,completed,single,sometimes,no,2,private,10-May,56,68,71,65.00
352,male,group A,some high school,free/reduced,none,married,,no,2,private,< 5,68,63,57,62.67
414,male,group B,,standard,none,married,regularly,no,2,,,50,46,43,46.33
416,female,group C,associate's degree,free/reduced,completed,married,regularly,no,1,school_bus,< 5,68,82,79,76.33
442,female,group C,some high school,standard,,divorced,regularly,no,3,,,31,40,37,36.00
470,male,group C,bachelor's degree,standard,none,married,sometimes,no,1,private,10-May,66,57,57,60.00
489,female,group C,master's degree,free/reduced,completed,single,sometimes,no,3,school_bus,10-May,69,85,86,80.00
525,female,group C,high school,standard,none,married,sometimes,no,2,school_bus,> 10,49,64,61,58.00
527,female,,high school,standard,completed,married,regularly,no,3,private,> 10,79,78,83,80.00
529,male,group C,some high school,free/reduced,none,single,sometimes,no,1,school_bus,10-May,61,54,48,54.33
534,female,group C,master's degree,standard,completed,married,sometimes,no,2,private,10-May,52,64,63,59.67
574,male,group E,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,10-May,100,78,83,87.00
576,female,group E,bachelor's degree,standard,completed,single,sometimes,no,1,school_bus,10-May,53,60,61,58.00
593,female,group C,high school,free/reduced,completed,married,sometimes,no,2,private,< 5,48,65,63,58.67
647,female,group C,some college,standard,none,married,never,no,5,school_bus,> 10,50,58,55,54.33
654,male,group C,associate's degree,free/reduced,none,single,sometimes,no,,private,,60,58,59,59.00
704,female,group E,some college,free/reduced,none,married,sometimes,no,1,school_bus,10-May,70,76,75,73.67
709,female,,high school,free/reduced,completed,divorced,regularly,no,2,school_bus,< 5,42,56,62,53.33
735,male,group B,some high school,free/reduced,completed,,never,no,1,school_bus,10-May,56,55,49,53.33
741,female,group C,high school,free/reduced,none,single,regularly,no,2,school_bus,> 10,43,56,54,51.00
750,male,group B,some college,standard,none,divorced,sometimes,no,1,school_bus,10-May,71,72,65,69.33
808,male,group C,some high school,standard,none,married,regularly,no,2,school_bus,10-May,63,50,44,52.33
814,male,group A,associate's degree,standard,none,single,sometimes,no,1,school_bus,10-May,59,59,56,58.00
822,male,group C,some college,standard,none,married,regularly,no,3,,< 5,83,85,79,82.33
828,male,group C,high school,free/reduced,none,married,sometimes,no,5,school_bus,> 10,51,50,42,47.67
829,male,group C,some high school,standard,none,married,sometimes,no,3,school_bus,10-May,66,57,60,61.00
832,male,,some high school,standard,completed,married,sometimes,no,3,school_bus,10-May,83,74,66,74.33
834,female,group D,associate's degree,standard,none,married,regularly,no,3,private,10-May,72,75,83,76.67
836,male,group E,high school,standard,,married,regularly,no,2,school_bus,10-May,92,81,78,83.67
845,female,group E,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,85,96,93,91.33
857,female,group E,some high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,10-May,74,88,79,80.33
872,male,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,< 5,78,75,80,77.67
873,male,group A,some college,free/reduced,none,divorced,never,no,2,school_bus,< 5,65,68,66,66.33
895,female,group B,high school,free/reduced,none,married,never,no,2,private,< 5,43,60,64,55.67
914,male,group D,high school,free/reduced,none,married,sometimes,no,1,school_bus,10-May,65,52,53,56.67
916,male,group C,some college,free/reduced,none,divorced,sometimes,no,2,private,10-May,70,67,67,68.00
970,male,group A,high school,standard,none,widowed,regularly,no,4,school_bus,10-May,78,65,58,67.00
982,female,group A,some high school,standard,none,married,sometimes,no,1,private,10-May,57,66,62,61.67
7,male,group C,,free/reduced,none,married,sometimes,no,4,,> 10,60,61,53,58.00
13,female,group C,high school,standard,none,married,regularly,no,2,private,10-May,63,72,69,68.00
22,male,group D,some college,standard,none,single,never,no,2,school_bus,< 5,79,73,74,75.33
40,female,group E,some college,standard,none,married,sometimes,no,2,school_bus,< 5,43,49,48,46.67
44,male,group E,some college,standard,none,,sometimes,no,2,private,10-May,91,88,82,87.00
52,female,group E,associate's degree,standard,completed,married,regularly,no,2,school_bus,10-May,63,63,65,63.67
65,male,group E,some high school,standard,none,single,sometimes,no,5,school_bus,10-May,88,76,71,78.33
68,male,group A,some high school,standard,none,single,sometimes,no,4,,> 10,64,62,53,59.67
81,male,group B,some college,standard,none,married,sometimes,no,2,school_bus,10-May,62,67,60,63.00
82,female,group D,high school,standard,,single,regularly,no,1,school_bus,10-May,43,59,65,55.67
99,female,group B,associate's degree,standard,none,single,regularly,no,1,school_bus,< 5,45,48,53,48.67
158,male,group C,bachelor's degree,standard,completed,,regularly,no,3,school_bus,10-May,66,55,57,59.33
164,female,group B,high school,standard,none,,regularly,no,4,school_bus,,36,47,52,45.00
166,male,group D,high school,standard,completed,married,sometimes,no,3,private,> 10,92,87,89,89.33
173,female,group B,some high school,standard,none,divorced,regularly,no,3,school_bus,,70,78,80,76.00
180,female,group C,associate's degree,standard,none,married,regularly,no,2,school_bus,< 5,67,77,71,71.67
183,male,group D,some college,standard,completed,divorced,sometimes,no,1,private,< 5,90,97,92,93.00
202,female,group B,some high school,free/reduced,none,single,regularly,no,1,school_bus,10-May,65,79,75,73.00
253,female,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,10-May,63,72,80,71.67
261,female,group B,some college,free/reduced,completed,married,never,no,5,private,< 5,43,65,61,56.33
328,male,,high school,standard,completed,single,sometimes,no,3,school_bus,10-May,92,87,88,89.00
337,female,group D,some high school,standard,none,married,regularly,no,,school_bus,10-May,48,62,62,57.33
356,female,group E,associate's degree,standard,none,single,regularly,no,1,private,< 5,77,74,72,74.33
379,female,group B,high school,standard,completed,single,sometimes,no,4,private,10-May,72,86,85,81.00
387,female,group D,high school,free/reduced,none,single,regularly,no,1,private,10-May,50,62,67,59.67
423,female,group B,some college,standard,none,single,regularly,no,2,private,< 5,49,58,55,54.00
436,male,group C,bachelor's degree,standard,none,married,regularly,no,3,school_bus,10-May,66,71,69,68.67
443,female,group C,high school,standard,completed,married,regularly,no,2,private,,78,77,86,80.33
516,female,group C,some high school,standard,none,married,never,no,2,school_bus,10-May,58,65,63,62.00
594,female,group A,some college,standard,none,divorced,sometimes,no,1,private,< 5,59,71,63,64.33
599,male,group C,some high school,free/reduced,,married,regularly,no,1,private,10-May,28,39,31,32.67
618,male,group B,some high school,free/reduced,,single,sometimes,no,2,private,< 5,39,43,33,38.33
620,female,group A,associate's degree,free/reduced,none,married,regularly,no,5,school_bus,10-May,43,58,56,52.33
628,female,group A,bachelor's degree,standard,completed,,sometimes,no,1,school_bus,10-May,84,91,96,90.33
642,male,group D,some high school,free/reduced,completed,divorced,sometimes,no,5,school_bus,< 5,53,55,56,54.67
662,female,group E,some high school,free/reduced,none,single,sometimes,no,1,school_bus,< 5,56,71,69,65.33
680,male,group E,high school,standard,completed,married,sometimes,no,2,private,10-May,81,71,74,75.33
682,male,,some college,standard,none,married,sometimes,no,3,private,10-May,61,47,44,50.67
692,female,group B,bachelor's degree,standard,completed,single,sometimes,no,3,school_bus,< 5,75,86,88,83.00
697,male,group D,high school,standard,none,divorced,never,no,1,school_bus,> 10,63,68,57,62.67
733,female,group A,,free/reduced,completed,divorced,regularly,no,1,school_bus,< 5,43,54,65,54.00
755,male,,high school,standard,none,married,sometimes,no,1,private,10-May,44,40,37,40.33
767,male,group C,,free/reduced,completed,married,sometimes,no,,school_bus,10-May,55,61,50,55.33
770,male,group C,associate's degree,free/reduced,none,married,sometimes,no,4,private,10-May,57,60,55,57.33
775,male,group D,some college,free/reduced,completed,married,sometimes,no,2,private,10-May,69,70,74,71.00
777,male,group C,master's degree,free/reduced,none,single,regularly,no,1,,< 5,59,48,53,53.33
823,male,group C,some high school,free/reduced,completed,divorced,sometimes,no,1,private,> 10,47,39,40,42.00
855,male,group C,associate's degree,standard,completed,,regularly,no,3,private,< 5,72,62,64,66.00
864,male,group C,,standard,none,married,sometimes,no,1,school_bus,10-May,62,57,55,58.00
904,female,group D,some college,free/reduced,none,married,sometimes,no,1,school_bus,> 10,66,61,59,62.00
909,male,group B,some college,standard,completed,divorced,sometimes,no,2,private,< 5,51,55,54,53.33
956,male,group D,some high school,standard,,divorced,regularly,no,2,private,< 5,60,55,55,56.67
968,female,group B,some high school,standard,completed,single,sometimes,no,2,school_bus,10-May,53,75,74,67.33
970,female,group C,some college,standard,,married,regularly,no,3,school_bus,< 5,64,79,80,74.33
984,male,group E,associate's degree,standard,completed,married,sometimes,no,3,school_bus,> 10,57,64,64,61.67
28,male,group D,some college,standard,none,married,sometimes,no,3,private,10-May,79,74,77,76.67
44,male,,,standard,none,married,sometimes,no,1,private,> 10,98,80,84,87.33
70,female,group C,high school,standard,none,single,never,no,1,school_bus,< 5,56,72,69,65.67
105,male,group D,high school,standard,completed,married,sometimes,no,4,school_bus,> 10,95,87,78,86.67
108,male,group D,,standard,completed,married,sometimes,no,1,school_bus,< 5,85,77,85,82.33
130,male,group D,associate's degree,standard,,married,sometimes,no,5,school_bus,10-May,90,85,82,85.67
138,female,group D,high school,standard,none,divorced,never,no,1,,10-May,73,81,81,78.33
187,male,group C,high school,free/reduced,none,married,sometimes,no,3,private,10-May,77,66,66,69.67
208,female,group A,some college,standard,completed,married,regularly,no,3,,< 5,81,94,94,89.67
221,female,group C,some college,standard,none,divorced,sometimes,no,4,private,10-May,54,70,70,64.67
230,male,,bachelor's degree,free/reduced,none,single,regularly,no,1,school_bus,> 10,61,62,57,60.00
232,female,group E,some high school,free/reduced,none,widowed,regularly,no,3,private,10-May,49,56,52,52.33
239,male,group C,some college,standard,none,married,never,no,5,,> 10,72,66,63,67.00
240,female,group C,associate's degree,standard,none,single,regularly,no,2,school_bus,< 5,67,83,74,74.67
252,female,group D,some college,standard,completed,single,sometimes,no,1,private,10-May,87,92,99,92.67
259,female,group D,high school,standard,completed,married,sometimes,no,3,school_bus,10-May,84,87,98,89.67
325,female,group B,some college,free/reduced,none,married,regularly,no,3,school_bus,10-May,56,57,59,57.33
328,female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,,69,69,68,68.67
340,female,group D,high school,standard,none,married,regularly,no,1,private,10-May,67,77,68,70.67
355,female,group C,some high school,free/reduced,completed,married,never,no,2,private,< 5,45,61,62,56.00
374,female,group B,some college,standard,none,married,sometimes,no,4,school_bus,10-May,73,81,81,78.33
483,male,group B,some high school,free/reduced,completed,married,sometimes,no,4,private,10-May,68,75,68,70.33
512,female,group B,associate's degree,free/reduced,none,married,sometimes,no,3,,10-May,53,67,67,62.33
532,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,2,private,10-May,51,72,69,64.00
536,female,group B,some college,standard,none,married,regularly,no,3,school_bus,10-May,81,88,87,85.33
564,female,group E,associate's degree,standard,none,single,sometimes,no,1,private,10-May,70,76,72,72.67
653,male,group C,high school,standard,none,married,sometimes,no,4,school_bus,> 10,65,54,56,58.33
699,female,group C,some high school,standard,none,married,never,no,2,school_bus,< 5,66,78,72,72.00
715,female,group C,high school,standard,none,married,never,no,3,,< 5,41,55,47,47.67
723,female,group C,high school,free/reduced,none,single,regularly,no,2,private,10-May,72,74,74,73.33
734,male,group D,some high school,standard,none,married,regularly,no,1,private,> 10,61,52,47,53.33
771,female,group C,some high school,standard,none,single,never,no,2,school_bus,> 10,37,46,44,42.33
785,female,group C,master's degree,standard,none,divorced,sometimes,no,2,school_bus,10-May,73,85,77,78.33
805,male,group C,high school,standard,completed,divorced,sometimes,no,1,private,> 10,61,62,64,62.33
810,male,group C,some college,standard,completed,married,regularly,no,1,private,10-May,86,78,84,82.67
828,male,group B,some high school,standard,none,married,sometimes,no,2,school_bus,10-May,89,84,78,83.67
829,female,group D,,standard,none,single,sometimes,no,2,school_bus,10-May,80,85,87,84.00
831,male,group B,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,< 5,71,69,67,69.00
834,male,group C,some college,standard,completed,divorced,never,no,2,school_bus,> 10,79,75,76,76.67
867,female,group D,some college,free/reduced,none,married,sometimes,no,5,private,10-May,55,70,65,63.33
885,male,group B,high school,free/reduced,completed,married,never,no,2,private,10-May,49,50,53,50.67
892,female,group B,some high school,standard,none,single,regularly,no,2,private,< 5,82,82,87,83.67
895,male,group C,associate's degree,standard,none,divorced,sometimes,no,3,,10-May,69,70,65,68.00
919,male,,bachelor's degree,free/reduced,,single,never,no,2,private,10-May,68,69,63,66.67
947,male,group D,,standard,none,single,sometimes,no,2,,10-May,73,73,66,70.67
954,female,group C,associate's degree,standard,completed,married,,no,1,private,10-May,65,79,80,74.67
964,male,,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 5,69,61,56,62.00
978,female,group D,some high school,free/reduced,none,married,sometimes,no,2,private,10-May,56,60,61,59.00
24,female,group D,some college,free/reduced,none,married,sometimes,no,5,school_bus,< 5,47,63,55,55.00
27,female,group C,associate's degree,standard,completed,single,regularly,no,,school_bus,10-May,70,74,76,73.33
42,male,group E,some high school,standard,completed,single,sometimes,no,1,school_bus,< 5,95,90,81,88.67
57,female,group E,some college,standard,completed,,,no,1,school_bus,< 5,71,79,87,79.00
73,female,group B,some college,free/reduced,completed,married,regularly,no,4,school_bus,10-May,61,76,70,69.00
94,male,group B,master's degree,free/reduced,none,married,sometimes,no,1,school_bus,10-May,74,90,82,82.00
137,female,group E,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,10-May,87,95,91,91.00
170,male,group D,high school,free/reduced,completed,married,,no,1,school_bus,10-May,75,75,74,74.67
172,female,group B,some college,standard,none,single,regularly,no,3,school_bus,> 10,83,84,85,84.00
184,male,group C,high school,standard,none,married,regularly,no,2,,< 5,74,61,58,64.33
231,male,group D,high school,free/reduced,,married,sometimes,no,2,school_bus,< 5,57,65,59,60.33
262,female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,10-May,63,72,73,69.33
295,female,group A,high school,free/reduced,none,married,sometimes,no,3,,< 5,67,84,80,77.00
314,male,group B,some college,standard,none,single,regularly,no,2,school_bus,10-May,47,45,42,44.67
337,female,group A,some high school,free/reduced,none,single,,no,1,school_bus,,48,58,50,52.00
394,female,group C,,standard,none,married,sometimes,no,2,private,10-May,53,58,60,57.00
403,female,group B,some high school,free/reduced,none,married,regularly,no,3,school_bus,< 5,54,58,59,57.00
413,male,,some college,standard,none,divorced,regularly,no,,school_bus,> 10,94,82,83,86.33
428,female,group C,bachelor's degree,free/reduced,,divorced,sometimes,no,2,school_bus,< 5,43,47,49,46.33
429,male,group A,some high school,free/reduced,none,married,regularly,no,2,school_bus,10-May,61,58,54,57.67
481,male,group D,some college,standard,none,married,regularly,no,3,,> 10,76,67,70,71.00
520,female,group B,some college,free/reduced,completed,married,sometimes,no,1,school_bus,10-May,57,69,68,64.67
565,male,group C,some college,free/reduced,none,married,never,no,3,private,10-May,66,73,60,66.33
576,female,group E,,standard,completed,married,regularly,no,1,school_bus,10-May,85,95,100,93.33
660,female,group B,associate's degree,free/reduced,none,married,regularly,no,1,private,10-May,45,53,46,48.00
674,female,group E,master's degree,standard,none,divorced,sometimes,no,2,private,10-May,72,64,70,68.67
677,female,group D,some high school,standard,none,single,sometimes,no,1,school_bus,< 5,62,69,65,65.33
714,male,group D,some college,free/reduced,completed,widowed,sometimes,no,1,school_bus,10-May,43,42,43,42.67
715,male,group D,some college,free/reduced,none,married,sometimes,no,4,school_bus,10-May,67,70,72,69.67
720,male,group D,associate's degree,standard,none,married,never,no,1,school_bus,< 5,81,86,82,83.00
721,female,group E,some high school,standard,none,single,regularly,no,1,school_bus,10-May,79,82,79,80.00
736,male,group E,high school,free/reduced,none,married,sometimes,no,1,school_bus,10-May,73,68,61,67.33
766,male,group B,master's degree,standard,none,divorced,regularly,no,4,school_bus,10-May,71,56,60,62.33
785,male,group C,some college,free/reduced,none,married,sometimes,no,3,private,10-May,49,35,34,39.33
816,male,group B,some college,standard,none,divorced,regularly,no,1,school_bus,10-May,92,72,72,78.67
822,male,group D,master's degree,standard,completed,married,never,no,3,private,< 5,77,78,81,78.67
854,male,group D,some high school,standard,completed,single,regularly,no,5,private,> 10,69,66,73,69.33
856,male,group D,high school,free/reduced,none,married,never,no,1,school_bus,< 5,64,68,64,65.33
871,female,group E,associate's degree,standard,none,married,sometimes,no,1,,< 5,83,87,85,85.00
906,male,group B,some high school,standard,none,married,sometimes,no,4,school_bus,> 10,64,62,54,60.00
918,female,group C,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,60,65,61,62.00
922,male,group E,associate's degree,standard,none,married,never,no,4,school_bus,< 5,56,55,45,52.00
928,female,group A,some college,standard,none,married,sometimes,no,3,school_bus,10-May,52,65,70,62.33
938,female,group C,some college,standard,none,married,regularly,no,2,school_bus,< 5,76,90,89,85.00
943,male,group C,some high school,free/reduced,none,married,sometimes,no,3,school_bus,< 5,39,46,38,41.00
944,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,5,private,10-May,44,54,59,52.33
950,male,,some high school,standard,none,married,sometimes,no,1,school_bus,< 5,64,55,51,56.67
954,male,group D,high school,free/reduced,none,married,sometimes,no,3,private,10-May,51,58,49,52.67
956,male,group C,some high school,free/reduced,completed,divorced,regularly,no,2,private,< 5,58,64,60,60.67
961,male,group C,high school,standard,none,married,never,no,2,school_bus,< 5,53,56,48,52.33
985,male,group D,high school,standard,none,single,sometimes,no,2,private,10-May,80,64,66,70.00
22,female,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,< 5,43,57,54,51.33
23,female,group E,high school,free/reduced,none,married,sometimes,no,1,private,10-May,77,87,83,82.33
29,female,group D,associate's degree,standard,completed,married,regularly,no,4,school_bus,> 10,81,75,89,81.67
68,male,group C,master's degree,standard,completed,married,sometimes,no,4,school_bus,10-May,70,65,66,67.00
72,female,group C,associate's degree,standard,none,divorced,sometimes,no,1,private,< 5,77,96,94,89.00
99,female,group E,associate's degree,standard,none,married,sometimes,no,4,school_bus,10-May,92,100,98,96.67
115,male,group A,high school,free/reduced,completed,married,never,no,4,school_bus,< 5,68,67,57,64.00
126,male,group C,high school,standard,completed,divorced,sometimes,no,5,school_bus,10-May,66,58,55,59.67
132,male,group E,associate's degree,standard,completed,married,regularly,no,3,private,< 5,87,73,77,79.00
147,male,group E,master's degree,standard,none,married,never,no,1,school_bus,10-May,97,97,100,98.00
175,male,group A,bachelor's degree,standard,completed,married,sometimes,no,1,private,10-May,76,67,64,69.00
181,male,group D,master's degree,standard,none,married,sometimes,no,3,school_bus,< 5,76,76,75,75.67
202,male,group E,some college,standard,none,married,never,no,4,school_bus,,81,75,73,76.33
207,female,group C,some high school,standard,completed,single,sometimes,no,1,private,< 5,69,76,80,75.00
212,male,group C,associate's degree,standard,none,divorced,regularly,no,5,private,10-May,79,83,76,79.33
214,female,group D,,standard,none,widowed,never,no,1,school_bus,10-May,72,66,72,70.00
230,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,1,school_bus,10-May,83,95,94,90.67
233,female,group B,associate's degree,standard,completed,divorced,regularly,no,2,school_bus,< 5,95,99,100,98.00
234,female,group C,bachelor's degree,standard,none,single,regularly,no,3,private,10-May,69,73,71,71.00
243,female,group C,some college,standard,none,divorced,sometimes,no,2,private,< 5,45,53,50,49.33
255,male,group B,associate's degree,standard,none,married,sometimes,no,3,private,< 5,85,82,82,83.00
290,male,group D,high school,standard,none,married,sometimes,no,1,school_bus,10-May,84,75,68,75.67
293,female,group C,associate's degree,free/reduced,none,widowed,sometimes,no,4,,< 5,31,44,43,39.33
295,female,group D,associate's degree,standard,completed,single,never,no,1,private,10-May,79,92,93,88.00
300,male,group B,some high school,free/reduced,none,married,regularly,no,1,private,10-May,37,38,31,35.33
309,female,group B,associate's degree,free/reduced,none,married,regularly,no,1,,> 10,35,48,44,42.33
322,male,group B,some college,free/reduced,none,divorced,sometimes,no,2,school_bus,10-May,52,51,47,50.00
339,female,group E,some college,free/reduced,completed,married,regularly,no,2,school_bus,< 5,85,87,84,85.33
342,female,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,10-May,80,91,86,85.67
386,female,group B,master's degree,free/reduced,completed,married,regularly,no,3,private,< 5,50,75,65,63.33
409,male,group D,associate's degree,standard,none,single,regularly,no,3,school_bus,10-May,67,68,65,66.67
412,female,group B,high school,standard,none,single,regularly,no,1,school_bus,10-May,74,89,87,83.33
422,female,group E,some college,free/reduced,none,married,sometimes,no,2,school_bus,10-May,65,79,77,73.67
458,male,group A,some high school,standard,none,married,regularly,no,1,private,< 5,70,71,65,68.67
464,female,group E,some college,standard,none,single,sometimes,no,1,school_bus,10-May,57,65,63,61.67
475,female,group D,bachelor's degree,standard,none,married,sometimes,no,1,private,10-May,84,87,96,89.00
502,female,group B,high school,free/reduced,none,married,regularly,no,4,school_bus,10-May,64,78,72,71.33
511,female,group D,some college,standard,none,married,never,no,1,school_bus,< 5,80,91,89,86.67
543,male,group E,some high school,free/reduced,completed,single,regularly,no,3,private,10-May,76,80,84,80.00
576,male,group E,high school,standard,none,single,sometimes,no,3,school_bus,< 5,43,46,41,43.33
